system,test_index,clip_uid,release_session_id,benchmark_label,fault_mode,score
near_only,364,asd3dp_s0027_clip0000097,asd3dp_s0027,anomaly,belt_tension_abnormal,2.983060598373413
near_only,365,asd3dp_s0027_clip0000132,asd3dp_s0027,anomaly,belt_tension_abnormal,3.042309284210205
near_only,366,asd3dp_s0027_clip0000143,asd3dp_s0027,anomaly,belt_tension_abnormal,2.9254343509674072
near_only,367,asd3dp_s0027_clip0000173,asd3dp_s0027,anomaly,belt_tension_abnormal,3.3005430698394775
near_only,368,asd3dp_s0028_clip0000025,asd3dp_s0028,anomaly,belt_tension_abnormal,3.478813409805298
near_only,369,asd3dp_s0028_clip0000035,asd3dp_s0028,anomaly,belt_tension_abnormal,3.2134883403778076
near_only,370,asd3dp_s0028_clip0000058,asd3dp_s0028,anomaly,belt_tension_abnormal,3.2138967514038086
near_only,371,asd3dp_s0028_clip0000068,asd3dp_s0028,anomaly,belt_tension_abnormal,3.1991782188415527
near_only,372,asd3dp_s0028_clip0000100,asd3dp_s0028,anomaly,belt_tension_abnormal,2.8253612518310547
near_only,373,asd3dp_s0028_clip0000120,asd3dp_s0028,anomaly,belt_tension_abnormal,2.9094982147216797
near_only,374,asd3dp_s0028_clip0000130,asd3dp_s0028,anomaly,belt_tension_abnormal,3.1142098903656006
near_only,375,asd3dp_s0028_clip0000151,asd3dp_s0028,anomaly,belt_tension_abnormal,3.156022787094116
near_only,376,asd3dp_s0029_clip0000010,asd3dp_s0029,anomaly,belt_tension_abnormal,3.2055535316467285
near_only,377,asd3dp_s0029_clip0000068,asd3dp_s0029,anomaly,belt_tension_abnormal,1.9321213960647583
near_only,378,asd3dp_s0029_clip0000098,asd3dp_s0029,anomaly,belt_tension_abnormal,2.0684986114501953
near_only,379,asd3dp_s0029_clip0000135,asd3dp_s0029,anomaly,belt_tension_abnormal,1.877415418624878
near_only,380,asd3dp_s0029_clip0000183,asd3dp_s0029,anomaly,belt_tension_abnormal,1.8419615030288696
near_only,381,asd3dp_s0029_clip0000195,asd3dp_s0029,anomaly,belt_tension_abnormal,2.264910936355591
near_only,382,asd3dp_s0029_clip0000264,asd3dp_s0029,anomaly,belt_tension_abnormal,2.3470940589904785
near_only,383,asd3dp_s0029_clip0000293,asd3dp_s0029,anomaly,belt_tension_abnormal,3.2337286472320557
near_only,384,asd3dp_s0030_clip0000021,asd3dp_s0030,anomaly,belt_tension_abnormal,4.37554407119751
near_only,385,asd3dp_s0030_clip0000062,asd3dp_s0030,anomaly,belt_tension_abnormal,2.3046741485595703
near_only,386,asd3dp_s0030_clip0000086,asd3dp_s0030,anomaly,belt_tension_abnormal,2.061375141143799
near_only,387,asd3dp_s0030_clip0000127,asd3dp_s0030,anomaly,belt_tension_abnormal,2.191716194152832
near_only,388,asd3dp_s0030_clip0000177,asd3dp_s0030,anomaly,belt_tension_abnormal,2.1777334213256836
near_only,389,asd3dp_s0030_clip0000231,asd3dp_s0030,anomaly,belt_tension_abnormal,2.219602584838867
near_only,390,asd3dp_s0030_clip0000237,asd3dp_s0030,anomaly,belt_tension_abnormal,2.2856602668762207
near_only,391,asd3dp_s0030_clip0000283,asd3dp_s0030,anomaly,belt_tension_abnormal,2.5093636512756348
near_only,392,asd3dp_s0031_clip0000026,asd3dp_s0031,anomaly,belt_tension_abnormal,3.4512863159179688
near_only,393,asd3dp_s0031_clip0000052,asd3dp_s0031,anomaly,belt_tension_abnormal,3.1645591259002686
near_only,394,asd3dp_s0031_clip0000095,asd3dp_s0031,anomaly,belt_tension_abnormal,2.9262583255767822
near_only,395,asd3dp_s0031_clip0000130,asd3dp_s0031,anomaly,belt_tension_abnormal,2.837712526321411
near_only,396,asd3dp_s0031_clip0000167,asd3dp_s0031,anomaly,belt_tension_abnormal,3.190997362136841
near_only,397,asd3dp_s0031_clip0000220,asd3dp_s0031,anomaly,belt_tension_abnormal,3.011148691177368
near_only,398,asd3dp_s0031_clip0000250,asd3dp_s0031,anomaly,belt_tension_abnormal,3.124819278717041
near_only,399,asd3dp_s0031_clip0000267,asd3dp_s0031,anomaly,belt_tension_abnormal,2.753044605255127
near_only,400,asd3dp_s0032_clip0000025,asd3dp_s0032,anomaly,extruder_cogging_or_no_extrusion,3.5604605674743652
near_only,401,asd3dp_s0032_clip0000037,asd3dp_s0032,anomaly,extruder_cogging_or_no_extrusion,1.7309316396713257
near_only,402,asd3dp_s0032_clip0000052,asd3dp_s0032,anomaly,extruder_cogging_or_no_extrusion,1.8712446689605713
near_only,403,asd3dp_s0032_clip0000073,asd3dp_s0032,anomaly,extruder_cogging_or_no_extrusion,2.087268352508545
near_only,404,asd3dp_s0032_clip0000084,asd3dp_s0032,anomaly,extruder_cogging_or_no_extrusion,1.665593147277832
near_only,405,asd3dp_s0032_clip0000099,asd3dp_s0032,anomaly,extruder_cogging_or_no_extrusion,1.6990077495574951
near_only,406,asd3dp_s0032_clip0000121,asd3dp_s0032,anomaly,extruder_cogging_or_no_extrusion,1.6335786581039429
near_only,407,asd3dp_s0032_clip0000129,asd3dp_s0032,anomaly,extruder_cogging_or_no_extrusion,2.140069007873535
near_only,408,asd3dp_s0032_clip0000151,asd3dp_s0032,anomaly,extruder_cogging_or_no_extrusion,1.406434416770935
near_only,409,asd3dp_s0032_clip0000169,asd3dp_s0032,anomaly,extruder_cogging_or_no_extrusion,2.154798746109009
near_only,410,asd3dp_s0032_clip0000179,asd3dp_s0032,anomaly,extruder_cogging_or_no_extrusion,1.6170176267623901
near_only,411,asd3dp_s0032_clip0000199,asd3dp_s0032,anomaly,extruder_cogging_or_no_extrusion,1.6160643100738525
near_only,412,asd3dp_s0032_clip0000208,asd3dp_s0032,anomaly,extruder_cogging_or_no_extrusion,1.8644887208938599
near_only,413,asd3dp_s0032_clip0000226,asd3dp_s0032,anomaly,extruder_cogging_or_no_extrusion,1.6020293235778809
near_only,414,asd3dp_s0032_clip0000246,asd3dp_s0032,anomaly,extruder_cogging_or_no_extrusion,2.09887433052063
near_only,415,asd3dp_s0032_clip0000261,asd3dp_s0032,anomaly,extruder_cogging_or_no_extrusion,1.9001085758209229
near_only,416,asd3dp_s0032_clip0000281,asd3dp_s0032,anomaly,extruder_cogging_or_no_extrusion,2.111348867416382
near_only,417,asd3dp_s0033_clip0000015,asd3dp_s0033,anomaly,extruder_cogging_or_no_extrusion,2.648172378540039
near_only,418,asd3dp_s0033_clip0000016,asd3dp_s0033,anomaly,extruder_cogging_or_no_extrusion,3.6112220287323
near_only,419,asd3dp_s0033_clip0000017,asd3dp_s0033,anomaly,extruder_cogging_or_no_extrusion,3.584980010986328
near_only,420,asd3dp_s0033_clip0000019,asd3dp_s0033,anomaly,extruder_cogging_or_no_extrusion,3.7853195667266846
near_only,421,asd3dp_s0033_clip0000021,asd3dp_s0033,anomaly,extruder_cogging_or_no_extrusion,4.130138397216797
near_only,422,asd3dp_s0033_clip0000022,asd3dp_s0033,anomaly,extruder_cogging_or_no_extrusion,3.9585907459259033
near_only,423,asd3dp_s0033_clip0000023,asd3dp_s0033,anomaly,extruder_cogging_or_no_extrusion,4.279367923736572
near_only,424,asd3dp_s0033_clip0000025,asd3dp_s0033,anomaly,extruder_cogging_or_no_extrusion,4.460554599761963
near_only,425,asd3dp_s0033_clip0000027,asd3dp_s0033,anomaly,extruder_cogging_or_no_extrusion,3.982130289077759
near_only,426,asd3dp_s0033_clip0000028,asd3dp_s0033,anomaly,extruder_cogging_or_no_extrusion,4.007043361663818
near_only,427,asd3dp_s0033_clip0000029,asd3dp_s0033,anomaly,extruder_cogging_or_no_extrusion,3.91518497467041
near_only,428,asd3dp_s0033_clip0000031,asd3dp_s0033,anomaly,extruder_cogging_or_no_extrusion,4.2744622230529785
near_only,429,asd3dp_s0033_clip0000032,asd3dp_s0033,anomaly,extruder_cogging_or_no_extrusion,4.853574752807617
near_only,430,asd3dp_s0033_clip0000034,asd3dp_s0033,anomaly,extruder_cogging_or_no_extrusion,3.989499568939209
near_only,431,asd3dp_s0033_clip0000035,asd3dp_s0033,anomaly,extruder_cogging_or_no_extrusion,3.7225723266601562
near_only,432,asd3dp_s0033_clip0000037,asd3dp_s0033,anomaly,extruder_cogging_or_no_extrusion,3.8336455821990967
near_only,433,asd3dp_s0033_clip0000038,asd3dp_s0033,anomaly,extruder_cogging_or_no_extrusion,3.480957508087158
near_only,434,asd3dp_s0038_clip0000008,asd3dp_s0038,anomaly,extruder_cogging_or_no_extrusion,2.7986528873443604
near_only,435,asd3dp_s0038_clip0000017,asd3dp_s0038,anomaly,extruder_cogging_or_no_extrusion,2.7888381481170654
near_only,436,asd3dp_s0038_clip0000024,asd3dp_s0038,anomaly,extruder_cogging_or_no_extrusion,2.7338950634002686
near_only,437,asd3dp_s0038_clip0000029,asd3dp_s0038,anomaly,extruder_cogging_or_no_extrusion,2.901184320449829
near_only,438,asd3dp_s0038_clip0000043,asd3dp_s0038,anomaly,extruder_cogging_or_no_extrusion,3.2479195594787598
near_only,439,asd3dp_s0038_clip0000049,asd3dp_s0038,anomaly,extruder_cogging_or_no_extrusion,3.3513758182525635
near_only,440,asd3dp_s0038_clip0000062,asd3dp_s0038,anomaly,extruder_cogging_or_no_extrusion,3.0426602363586426
near_only,441,asd3dp_s0038_clip0000072,asd3dp_s0038,anomaly,extruder_cogging_or_no_extrusion,2.8180880546569824
near_only,442,asd3dp_s0038_clip0000080,asd3dp_s0038,anomaly,extruder_cogging_or_no_extrusion,2.9354941844940186
near_only,443,asd3dp_s0038_clip0000094,asd3dp_s0038,anomaly,extruder_cogging_or_no_extrusion,2.824129581451416
near_only,444,asd3dp_s0038_clip0000096,asd3dp_s0038,anomaly,extruder_cogging_or_no_extrusion,2.733682870864868
near_only,445,asd3dp_s0038_clip0000104,asd3dp_s0038,anomaly,extruder_cogging_or_no_extrusion,2.7004480361938477
near_only,446,asd3dp_s0038_clip0000114,asd3dp_s0038,anomaly,extruder_cogging_or_no_extrusion,2.645664691925049
near_only,447,asd3dp_s0038_clip0000131,asd3dp_s0038,anomaly,extruder_cogging_or_no_extrusion,2.5689525604248047
near_only,448,asd3dp_s0038_clip0000135,asd3dp_s0038,anomaly,extruder_cogging_or_no_extrusion,2.5988454818725586
near_only,449,asd3dp_s0038_clip0000143,asd3dp_s0038,anomaly,extruder_cogging_or_no_extrusion,2.6418612003326416
near_only,450,asd3dp_s0038_clip0000160,asd3dp_s0038,anomaly,extruder_cogging_or_no_extrusion,3.790093183517456
near_only,451,asd3dp_s0039_clip0000009,asd3dp_s0039,anomaly,extruder_cogging_or_no_extrusion,2.733325719833374
near_only,452,asd3dp_s0039_clip0000016,asd3dp_s0039,anomaly,extruder_cogging_or_no_extrusion,2.8574159145355225
near_only,453,asd3dp_s0039_clip0000022,asd3dp_s0039,anomaly,extruder_cogging_or_no_extrusion,2.7296388149261475
near_only,454,asd3dp_s0039_clip0000034,asd3dp_s0039,anomaly,extruder_cogging_or_no_extrusion,2.6884877681732178
near_only,455,asd3dp_s0039_clip0000040,asd3dp_s0039,anomaly,extruder_cogging_or_no_extrusion,2.5528173446655273
near_only,456,asd3dp_s0039_clip0000049,asd3dp_s0039,anomaly,extruder_cogging_or_no_extrusion,2.74770188331604
near_only,457,asd3dp_s0039_clip0000058,asd3dp_s0039,anomaly,extruder_cogging_or_no_extrusion,2.6564624309539795
near_only,458,asd3dp_s0039_clip0000073,asd3dp_s0039,anomaly,extruder_cogging_or_no_extrusion,2.646754741668701
near_only,459,asd3dp_s0039_clip0000081,asd3dp_s0039,anomaly,extruder_cogging_or_no_extrusion,2.467031240463257
near_only,460,asd3dp_s0039_clip0000085,asd3dp_s0039,anomaly,extruder_cogging_or_no_extrusion,2.64193058013916
near_only,461,asd3dp_s0039_clip0000098,asd3dp_s0039,anomaly,extruder_cogging_or_no_extrusion,2.710002899169922
near_only,462,asd3dp_s0039_clip0000112,asd3dp_s0039,anomaly,extruder_cogging_or_no_extrusion,2.7598977088928223
near_only,463,asd3dp_s0039_clip0000119,asd3dp_s0039,anomaly,extruder_cogging_or_no_extrusion,2.854038953781128
near_only,464,asd3dp_s0039_clip0000124,asd3dp_s0039,anomaly,extruder_cogging_or_no_extrusion,2.641688108444214
near_only,465,asd3dp_s0039_clip0000132,asd3dp_s0039,anomaly,extruder_cogging_or_no_extrusion,2.813915729522705
near_only,466,asd3dp_s0039_clip0000144,asd3dp_s0039,anomaly,extruder_cogging_or_no_extrusion,2.8223459720611572
near_only,467,asd3dp_s0039_clip0000151,asd3dp_s0039,anomaly,extruder_cogging_or_no_extrusion,2.8748459815979004
near_only,468,asd3dp_s0040_clip0000001,asd3dp_s0040,anomaly,extruder_cogging_or_no_extrusion,3.171018600463867
near_only,469,asd3dp_s0040_clip0000017,asd3dp_s0040,anomaly,extruder_cogging_or_no_extrusion,2.833676815032959
near_only,470,asd3dp_s0040_clip0000020,asd3dp_s0040,anomaly,extruder_cogging_or_no_extrusion,2.875875473022461
near_only,471,asd3dp_s0040_clip0000030,asd3dp_s0040,anomaly,extruder_cogging_or_no_extrusion,2.7320971488952637
near_only,472,asd3dp_s0040_clip0000047,asd3dp_s0040,anomaly,extruder_cogging_or_no_extrusion,2.896357297897339
near_only,473,asd3dp_s0040_clip0000057,asd3dp_s0040,anomaly,extruder_cogging_or_no_extrusion,2.737821578979492
near_only,474,asd3dp_s0040_clip0000060,asd3dp_s0040,anomaly,extruder_cogging_or_no_extrusion,2.5591931343078613
near_only,475,asd3dp_s0040_clip0000075,asd3dp_s0040,anomaly,extruder_cogging_or_no_extrusion,2.582477331161499
near_only,476,asd3dp_s0040_clip0000085,asd3dp_s0040,anomaly,extruder_cogging_or_no_extrusion,2.7030515670776367
near_only,477,asd3dp_s0040_clip0000097,asd3dp_s0040,anomaly,extruder_cogging_or_no_extrusion,2.665225028991699
near_only,478,asd3dp_s0040_clip0000100,asd3dp_s0040,anomaly,extruder_cogging_or_no_extrusion,2.8241944313049316
near_only,479,asd3dp_s0040_clip0000108,asd3dp_s0040,anomaly,extruder_cogging_or_no_extrusion,3.042203903198242
near_only,480,asd3dp_s0040_clip0000127,asd3dp_s0040,anomaly,extruder_cogging_or_no_extrusion,2.659086227416992
near_only,481,asd3dp_s0040_clip0000137,asd3dp_s0040,anomaly,extruder_cogging_or_no_extrusion,2.7641570568084717
near_only,482,asd3dp_s0040_clip0000141,asd3dp_s0040,anomaly,extruder_cogging_or_no_extrusion,2.708228826522827
near_only,483,asd3dp_s0040_clip0000148,asd3dp_s0040,anomaly,extruder_cogging_or_no_extrusion,3.00935435295105
near_only,484,asd3dp_s0041_clip0000005,asd3dp_s0041,anomaly,extruder_cogging_or_no_extrusion,3.1158361434936523
near_only,485,asd3dp_s0041_clip0000025,asd3dp_s0041,anomaly,extruder_cogging_or_no_extrusion,3.132354736328125
near_only,486,asd3dp_s0041_clip0000050,asd3dp_s0041,anomaly,extruder_cogging_or_no_extrusion,2.641890287399292
near_only,487,asd3dp_s0041_clip0000059,asd3dp_s0041,anomaly,extruder_cogging_or_no_extrusion,2.8966786861419678
near_only,488,asd3dp_s0041_clip0000079,asd3dp_s0041,anomaly,extruder_cogging_or_no_extrusion,2.543667793273926
near_only,489,asd3dp_s0041_clip0000097,asd3dp_s0041,anomaly,extruder_cogging_or_no_extrusion,2.42598557472229
near_only,490,asd3dp_s0041_clip0000123,asd3dp_s0041,anomaly,extruder_cogging_or_no_extrusion,2.5650293827056885
near_only,491,asd3dp_s0041_clip0000133,asd3dp_s0041,anomaly,extruder_cogging_or_no_extrusion,3.2285056114196777
near_only,492,asd3dp_s0041_clip0000152,asd3dp_s0041,anomaly,extruder_cogging_or_no_extrusion,2.838653326034546
near_only,493,asd3dp_s0041_clip0000170,asd3dp_s0041,anomaly,extruder_cogging_or_no_extrusion,2.7721939086914062
near_only,494,asd3dp_s0041_clip0000184,asd3dp_s0041,anomaly,extruder_cogging_or_no_extrusion,2.7741141319274902
near_only,495,asd3dp_s0041_clip0000197,asd3dp_s0041,anomaly,extruder_cogging_or_no_extrusion,2.6071226596832275
near_only,496,asd3dp_s0041_clip0000227,asd3dp_s0041,anomaly,extruder_cogging_or_no_extrusion,2.703875780105591
near_only,497,asd3dp_s0041_clip0000237,asd3dp_s0041,anomaly,extruder_cogging_or_no_extrusion,2.5427017211914062
near_only,498,asd3dp_s0041_clip0000260,asd3dp_s0041,anomaly,extruder_cogging_or_no_extrusion,2.476383924484253
near_only,499,asd3dp_s0041_clip0000272,asd3dp_s0041,anomaly,extruder_cogging_or_no_extrusion,3.0520288944244385
near_only,500,asd3dp_s0034_clip0000010,asd3dp_s0034,anomaly,toolhead_collision,5.116569995880127
near_only,501,asd3dp_s0034_clip0000029,asd3dp_s0034,anomaly,toolhead_collision,4.079434394836426
near_only,502,asd3dp_s0034_clip0000037,asd3dp_s0034,anomaly,toolhead_collision,4.834555149078369
near_only,503,asd3dp_s0034_clip0000045,asd3dp_s0034,anomaly,toolhead_collision,6.183913230895996
near_only,504,asd3dp_s0034_clip0000065,asd3dp_s0034,anomaly,toolhead_collision,5.894421100616455
near_only,505,asd3dp_s0034_clip0000099,asd3dp_s0034,anomaly,toolhead_collision,3.779740571975708
near_only,506,asd3dp_s0034_clip0000107,asd3dp_s0034,anomaly,toolhead_collision,6.5243916511535645
near_only,507,asd3dp_s0034_clip0000119,asd3dp_s0034,anomaly,toolhead_collision,5.393191814422607
near_only,508,asd3dp_s0034_clip0000126,asd3dp_s0034,anomaly,toolhead_collision,4.552804470062256
near_only,509,asd3dp_s0034_clip0000148,asd3dp_s0034,anomaly,toolhead_collision,6.666015148162842
near_only,510,asd3dp_s0034_clip0000156,asd3dp_s0034,anomaly,toolhead_collision,5.457094192504883
near_only,511,asd3dp_s0034_clip0000172,asd3dp_s0034,anomaly,toolhead_collision,5.323755741119385
near_only,512,asd3dp_s0034_clip0000200,asd3dp_s0034,anomaly,toolhead_collision,4.6763834953308105
near_only,513,asd3dp_s0034_clip0000213,asd3dp_s0034,anomaly,toolhead_collision,3.9412689208984375
near_only,514,asd3dp_s0034_clip0000224,asd3dp_s0034,anomaly,toolhead_collision,4.337953567504883
near_only,515,asd3dp_s0034_clip0000249,asd3dp_s0034,anomaly,toolhead_collision,4.948511123657227
near_only,516,asd3dp_s0034_clip0000258,asd3dp_s0034,anomaly,toolhead_collision,4.674101829528809
near_only,517,asd3dp_s0034_clip0000296,asd3dp_s0034,anomaly,toolhead_collision,4.693605899810791
near_only,518,asd3dp_s0034_clip0000306,asd3dp_s0034,anomaly,toolhead_collision,4.281888008117676
near_only,519,asd3dp_s0034_clip0000344,asd3dp_s0034,anomaly,toolhead_collision,4.16409158706665
near_only,520,asd3dp_s0034_clip0000348,asd3dp_s0034,anomaly,toolhead_collision,4.267513275146484
near_only,521,asd3dp_s0034_clip0000385,asd3dp_s0034,anomaly,toolhead_collision,3.967207908630371
near_only,522,asd3dp_s0034_clip0000400,asd3dp_s0034,anomaly,toolhead_collision,3.7182533740997314
near_only,523,asd3dp_s0034_clip0000425,asd3dp_s0034,anomaly,toolhead_collision,4.789212226867676
near_only,524,asd3dp_s0034_clip0000466,asd3dp_s0034,anomaly,toolhead_collision,5.125982284545898
near_only,525,asd3dp_s0034_clip0000468,asd3dp_s0034,anomaly,toolhead_collision,4.65028190612793
near_only,526,asd3dp_s0034_clip0000512,asd3dp_s0034,anomaly,toolhead_collision,4.97244930267334
near_only,527,asd3dp_s0034_clip0000514,asd3dp_s0034,anomaly,toolhead_collision,4.940839767456055
near_only,528,asd3dp_s0034_clip0000543,asd3dp_s0034,anomaly,toolhead_collision,4.914127826690674
near_only,529,asd3dp_s0034_clip0000554,asd3dp_s0034,anomaly,toolhead_collision,6.051014423370361
near_only,530,asd3dp_s0034_clip0000577,asd3dp_s0034,anomaly,toolhead_collision,5.005270481109619
near_only,531,asd3dp_s0034_clip0000583,asd3dp_s0034,anomaly,toolhead_collision,6.025043487548828
near_only,532,asd3dp_s0034_clip0000589,asd3dp_s0034,anomaly,toolhead_collision,6.410192966461182
near_only,533,asd3dp_s0035_clip0000003,asd3dp_s0035,anomaly,toolhead_collision,4.388125419616699
near_only,534,asd3dp_s0035_clip0000010,asd3dp_s0035,anomaly,toolhead_collision,4.0294365882873535
near_only,535,asd3dp_s0035_clip0000045,asd3dp_s0035,anomaly,toolhead_collision,5.189905643463135
near_only,536,asd3dp_s0035_clip0000055,asd3dp_s0035,anomaly,toolhead_collision,4.817392826080322
near_only,537,asd3dp_s0035_clip0000068,asd3dp_s0035,anomaly,toolhead_collision,4.436340808868408
