clip_uid,release_session_id,channel,condition,fault_mode,protocol_axis,speed_profile,clip_index,clip_audio_file,source_audio_file,clip_start_seconds,clip_end_seconds,clip_duration_seconds,benchmark_label,primary_phase,bed_heating_overlap_seconds,nozzle_heating_overlap_seconds,homing_overlap_seconds,printing_motion_overlap_seconds,matched_interval_ids,matched_interval_count,anomaly_overlap_seconds_max,anomaly_overlap_seconds_total,event_evidence,selection_rule,event_rule_version,split_role,sampling_seed
asd3dp_s0002_clip0000198,asd3dp_s0002,ch2,normal,none,print_slow_loaded,slow,0000198,clipped/audio_event_clean/normal/asd3dp_s0002_clip0000198_ch2_normal.wav,all/audio/files/asd3dp_s0002_ch2.wav,1970,1980,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0002_clip0000210,asd3dp_s0002,ch2,normal,none,print_slow_loaded,slow,0000210,clipped/audio_event_clean/normal/asd3dp_s0002_clip0000210_ch2_normal.wav,all/audio/files/asd3dp_s0002_ch2.wav,2090,2100,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0002_clip0000215,asd3dp_s0002,ch2,normal,none,print_slow_loaded,slow,0000215,clipped/audio_event_clean/normal/asd3dp_s0002_clip0000215_ch2_normal.wav,all/audio/files/asd3dp_s0002_ch2.wav,2140,2150,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0002_clip0000235,asd3dp_s0002,ch2,normal,none,print_slow_loaded,slow,0000235,clipped/audio_event_clean/normal/asd3dp_s0002_clip0000235_ch2_normal.wav,all/audio/files/asd3dp_s0002_ch2.wav,2340,2350,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0002_clip0000238,asd3dp_s0002,ch2,normal,none,print_slow_loaded,slow,0000238,clipped/audio_event_clean/normal/asd3dp_s0002_clip0000238_ch2_normal.wav,all/audio/files/asd3dp_s0002_ch2.wav,2370,2380,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0002_clip0000259,asd3dp_s0002,ch2,normal,none,print_slow_loaded,slow,0000259,clipped/audio_event_clean/normal/asd3dp_s0002_clip0000259_ch2_normal.wav,all/audio/files/asd3dp_s0002_ch2.wav,2580,2590,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0002_clip0000265,asd3dp_s0002,ch2,normal,none,print_slow_loaded,slow,0000265,clipped/audio_event_clean/normal/asd3dp_s0002_clip0000265_ch2_normal.wav,all/audio/files/asd3dp_s0002_ch2.wav,2640,2650,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0002_clip0000280,asd3dp_s0002,ch2,normal,none,print_slow_loaded,slow,0000280,clipped/audio_event_clean/normal/asd3dp_s0002_clip0000280_ch2_normal.wav,all/audio/files/asd3dp_s0002_ch2.wav,2790,2800,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0002_clip0000291,asd3dp_s0002,ch2,normal,none,print_slow_loaded,slow,0000291,clipped/audio_event_clean/normal/asd3dp_s0002_clip0000291_ch2_normal.wav,all/audio/files/asd3dp_s0002_ch2.wav,2900,2910,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0002_clip0000303,asd3dp_s0002,ch2,normal,none,print_slow_loaded,slow,0000303,clipped/audio_event_clean/normal/asd3dp_s0002_clip0000303_ch2_normal.wav,all/audio/files/asd3dp_s0002_ch2.wav,3020,3030,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0003_clip0000021,asd3dp_s0003,ch2,normal,none,print_slow_loaded,slow,0000021,clipped/audio_event_clean/normal/asd3dp_s0003_clip0000021_ch2_normal.wav,all/audio/files/asd3dp_s0003_ch2.wav,200,210,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0003_clip0000034,asd3dp_s0003,ch2,normal,none,print_slow_loaded,slow,0000034,clipped/audio_event_clean/normal/asd3dp_s0003_clip0000034_ch2_normal.wav,all/audio/files/asd3dp_s0003_ch2.wav,330,340,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0003_clip0000048,asd3dp_s0003,ch2,normal,none,print_slow_loaded,slow,0000048,clipped/audio_event_clean/normal/asd3dp_s0003_clip0000048_ch2_normal.wav,all/audio/files/asd3dp_s0003_ch2.wav,470,480,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0003_clip0000057,asd3dp_s0003,ch2,normal,none,print_slow_loaded,slow,0000057,clipped/audio_event_clean/normal/asd3dp_s0003_clip0000057_ch2_normal.wav,all/audio/files/asd3dp_s0003_ch2.wav,560,570,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0003_clip0000074,asd3dp_s0003,ch2,normal,none,print_slow_loaded,slow,0000074,clipped/audio_event_clean/normal/asd3dp_s0003_clip0000074_ch2_normal.wav,all/audio/files/asd3dp_s0003_ch2.wav,730,740,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0003_clip0000091,asd3dp_s0003,ch2,normal,none,print_slow_loaded,slow,0000091,clipped/audio_event_clean/normal/asd3dp_s0003_clip0000091_ch2_normal.wav,all/audio/files/asd3dp_s0003_ch2.wav,900,910,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0003_clip0000095,asd3dp_s0003,ch2,normal,none,print_slow_loaded,slow,0000095,clipped/audio_event_clean/normal/asd3dp_s0003_clip0000095_ch2_normal.wav,all/audio/files/asd3dp_s0003_ch2.wav,940,950,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0003_clip0000106,asd3dp_s0003,ch2,normal,none,print_slow_loaded,slow,0000106,clipped/audio_event_clean/normal/asd3dp_s0003_clip0000106_ch2_normal.wav,all/audio/files/asd3dp_s0003_ch2.wav,1050,1060,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0003_clip0000124,asd3dp_s0003,ch2,normal,none,print_slow_loaded,slow,0000124,clipped/audio_event_clean/normal/asd3dp_s0003_clip0000124_ch2_normal.wav,all/audio/files/asd3dp_s0003_ch2.wav,1230,1240,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0003_clip0000136,asd3dp_s0003,ch2,normal,none,print_slow_loaded,slow,0000136,clipped/audio_event_clean/normal/asd3dp_s0003_clip0000136_ch2_normal.wav,all/audio/files/asd3dp_s0003_ch2.wav,1350,1360,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0003_clip0000155,asd3dp_s0003,ch2,normal,none,print_slow_loaded,slow,0000155,clipped/audio_event_clean/normal/asd3dp_s0003_clip0000155_ch2_normal.wav,all/audio/files/asd3dp_s0003_ch2.wav,1540,1550,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0003_clip0000169,asd3dp_s0003,ch2,normal,none,print_slow_loaded,slow,0000169,clipped/audio_event_clean/normal/asd3dp_s0003_clip0000169_ch2_normal.wav,all/audio/files/asd3dp_s0003_ch2.wav,1680,1690,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0003_clip0000175,asd3dp_s0003,ch2,normal,none,print_slow_loaded,slow,0000175,clipped/audio_event_clean/normal/asd3dp_s0003_clip0000175_ch2_normal.wav,all/audio/files/asd3dp_s0003_ch2.wav,1740,1750,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0003_clip0000196,asd3dp_s0003,ch2,normal,none,print_slow_loaded,slow,0000196,clipped/audio_event_clean/normal/asd3dp_s0003_clip0000196_ch2_normal.wav,all/audio/files/asd3dp_s0003_ch2.wav,1950,1960,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0003_clip0000200,asd3dp_s0003,ch2,normal,none,print_slow_loaded,slow,0000200,clipped/audio_event_clean/normal/asd3dp_s0003_clip0000200_ch2_normal.wav,all/audio/files/asd3dp_s0003_ch2.wav,1990,2000,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0003_clip0000211,asd3dp_s0003,ch2,normal,none,print_slow_loaded,slow,0000211,clipped/audio_event_clean/normal/asd3dp_s0003_clip0000211_ch2_normal.wav,all/audio/files/asd3dp_s0003_ch2.wav,2100,2110,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0003_clip0000229,asd3dp_s0003,ch2,normal,none,print_slow_loaded,slow,0000229,clipped/audio_event_clean/normal/asd3dp_s0003_clip0000229_ch2_normal.wav,all/audio/files/asd3dp_s0003_ch2.wav,2280,2290,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0003_clip0000243,asd3dp_s0003,ch2,normal,none,print_slow_loaded,slow,0000243,clipped/audio_event_clean/normal/asd3dp_s0003_clip0000243_ch2_normal.wav,all/audio/files/asd3dp_s0003_ch2.wav,2420,2430,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0003_clip0000258,asd3dp_s0003,ch2,normal,none,print_slow_loaded,slow,0000258,clipped/audio_event_clean/normal/asd3dp_s0003_clip0000258_ch2_normal.wav,all/audio/files/asd3dp_s0003_ch2.wav,2570,2580,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0003_clip0000274,asd3dp_s0003,ch2,normal,none,print_slow_loaded,slow,0000274,clipped/audio_event_clean/normal/asd3dp_s0003_clip0000274_ch2_normal.wav,all/audio/files/asd3dp_s0003_ch2.wav,2730,2740,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0003_clip0000285,asd3dp_s0003,ch2,normal,none,print_slow_loaded,slow,0000285,clipped/audio_event_clean/normal/asd3dp_s0003_clip0000285_ch2_normal.wav,all/audio/files/asd3dp_s0003_ch2.wav,2840,2850,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
